,Unnamed: 0,language,summary,date,rating,negative,neutral,positive,compound,similarity
172,172,Paid £53 for the advent calendar - claiming it was worth £88?!?!?!I would estimated the sample size products were worth £20 max plus soooooo many hand creams - a complete waste of money,paid  for the advent calendar  claiming it was worth i would estimated the sample size products were worth  max plus soooooo many hand creams  a complete waste of money,2021-01-13,1,0.085,0.701,0.213,0.4939,0.91280735
173,173,"OK if you need lots of hand cream! Otherwise very disappointing. Certainly won't bother wasting my money again. Do better, l'occitaine!",ok if you need lots of hand cream otherwise very disappointing certainly wont bother wasting my money again do better loccitaine,2021-01-12,1,0.107,0.427,0.466,0.8683,0.95386577
174,174,"My order was delivered at the beginning of this week, with damaged contents. A battered lid on a gift set. I emailed three times to absolutely no response. Having bought expensive Christmas gifts, customer service is non existent, appalling. I won’t be purchasing from there again.",my order was delivered at the beginning of this week with damaged contents a battered lid on a gift set i emailed three times to absolutely no response having bought expensive christmas gifts customer service is non existent appalling i wont be purchasing from there again,2021-01-11,1,0.162,0.779,0.059,-0.6115,0.9249619
175,175,"ich warte schon über 10 tagen auf lieferung, und es gibt keine möglichkeit bestellung zu stornieren-eine frechheit! nie wieder l'occitane!",ive been waiting for delivery for more than days and theres no way to cancel the order  what a cheek never again loccitane,2021-01-05,1,0.174,0.826,0.0,-0.4939,0.94253963
176,176,"I have been a customer of L'Occitane for many years and have often used them to send gifts. I doubt I will bother returning after my latest experience. I ordered a 50th birthday present for a friend, including a personal note as I couldn't see her in person. Due to it being December, I thought it may be slightly delayed. I was able to order the gift and given no indication that it may be out of stock. After almost a week I had heard nothing re delivery. At first there was no movement in my account, and then it said 'picking' for a few days. I emailed customer services but received no reply. My friend's birthday has been and gone. Yesterday I checked online and the order said cancelled. This morning I got a Paypal refund. Eight days after my order and I have yet to receive any communication from the company. I have just called customer services and was told they had emailed me to inform me the product was out of stock. Please don't blatantly lie to your customers. It isn't in spam. It was never sent! I was then told that I could order something else and they would give me free next day delivery. Wow! That really makes up for missing a friend's birthday, which they have had to spend alone due to the current situation. If you can't cope with demand, then limit the number of orders per day on your website. I don't usually bother with reviews but the only other option to make a complaint is via their customer contact form, which no one bothers to reply to. This is not what I expect from a company selling within this price range. You really need to sort things out if you want to hang on to loyal customers.",i have been a customer of loccitane for many years and have often used them to send gifts i doubt i will bother returning after my latest experience i ordered a birthday present for a friend including a personal note as i couldnt see her in person due to it being december i thought it may be slightly delayed i was able to order the gift and given no indication that it may be out of stock after almost a week i had heard nothing re delivery at first there was no movement in my account and then it said picking for a few days i emailed customer services but received no reply my friends birthday has been and gone yesterday i checked online and the order said cancelled this morning i got a paypal refund eight days after my order and i have yet to receive any communication from the company i have just called customer services and was told they had emailed me to inform me the product was out of stock please dont blatantly lie to your customers it isnt in spam it was never sent i was then told that i could order something else and they would give me free next day delivery wow that really makes up for missing a friends birthday which they have had to spend alone due to the current situation if you cant cope with demand then limit the number of orders per day on your website i dont usually bother with reviews but the only other option to make a complaint is via their customer contact form which no one bothers to reply to this is not what i expect from a company selling within this price range you really need to sort things out if you want to hang on to loyal customers,2021-01-04,1,0.092,0.794,0.114,0.8949,0.96372944
177,177,"Super produits, livraison rapide et emballage soigné.Pas toujours donné mais avec les promotions régulières on peut s'en sortir.",super products fast delivery and careful packaging not always cheap but with regular promotions we can get by,2020-12-23,1,0.0,0.81,0.19,0.4118,0.9445087
178,178,"Lovely products, received my orders from L'Occitane online without an issue before until recently - Nov, 29. 2020. Order confirmation email was received and the total amount was charged, received a shipping email stating my order will have to be shipped out separately (no reason given), the first package arrived on Dec 2, 2020, I waited for a week with no further communication or emails for the remaining package; decided to call customer service today - Dec. 7, 2020. Lo and behold, they informed me they cancelled 2 of the same items in my order because they were OUT OF STOCK and they would therefore not be delivered. First of all: 1) when I completed my purchase, there were still 8 in stock on the website, 2) no one informed me about my cancelled order/OSS items, 3) no communication about a refund on these OSS items, and 4) I had to chase them down to find out and with no remedy provided or a simple gesture (honoring the same discount to the non-limited edition version of the same item) to rectify this (these were supposed to be Christmas presents!). I'm disappointed and will likely not return for another purchase (I now remember why I stopped purchasing from them; my last purchase prior to this was 4 years ago). For the price of their products and the marketed brand as a luxurious/high-end skincare line, their customer service does not reflect this. They can't even get their POS working correctly and efficiently;  something other high-end/luxurious skincare lines seems to have nailed down (based on my experience with other e-orders/purchases with them) and the after-sale customer service, as other reviewers have pointed out, is just horrible. Consumers Beware!",lovely products received my orders from loccitane online without an issue before until recently  nov   order confirmation email was received and the total amount was charged received a shipping email stating my order will have to be shipped out separately  the first package arrived on dec   i waited for a week with no further communication or emails for the remaining package decided to call customer service today  dec   lo and behold they informed me they cancelled of the same items in my order because they were out of stock and they would therefore not be delivered first of all  when i completed my purchase there were still in stock on the website  no one informed me about my cancelled ordeross items  no communication about a refund on these oss items and  i had to chase them down to find out and with no remedy provided or a simple gesture to rectify this  im disappointed and will likely not return for another purchase  for the price of their products and the marketed brand as a luxurioushighend skincare line their customer service does not reflect this they cant even get their pos working correctly and efficiently something other highendluxurious skincare lines seems to have nailed down and the aftersale customer service as other reviewers have pointed out is just horrible consumers beware,2020-12-12,1,0.093,0.879,0.028,-0.8934,0.9627844
179,179,"Commande d'un calendrier de l'avent pour ma mère passée le 13 novembre 2020. En m'y prenant 2 semaines en avance je pensais avoir la chance qu'elle le reçoive le 1er décembre. Nous sommes le 7 décembre et toujours pas de nouvelles. Soit-disant perdu par leur transporteur, ils ne peuvent pas me faire de remboursement car ce dernier ne leur répond pas à propos du statut de ma commande depuis 1 semaine.Je me retrouve donc délesté de 59€, ma mère n'a pas reçu de cadeaux et on me dit qu'on me recontactera.La prochaine fois j'irai voir les concurrents qui devraient être plus compétents...",order of an advent calendar for my mother placed on november   by taking it weeks in advance i thought i would be lucky that she would receive it on december  its december and still no news supposedly lost by their carrier they cannot give me a refund because the latter has not replied to them about the status of my order for week i therefore find myself relieved of  my mother has not received gifts and i am told that i will be contacted again next time i will go to see the competitors who should be more competent,2020-12-12,1,0.045,0.874,0.08,0.5413,0.9744971
180,180,"I ordered in error the wrong aftershave balm product hence, needed to take advantage of the return / exchange  service.  10 days after they received my return product  I called them to chase my replacement product. I couldn't believe my ears when I was told that they take 28, yes TWENTY EIGHT days to despatch a replacement product. This is a company that routinely sends you two marketing emails a day and generally pesters the life out of you to get you to part with your cash. Such a shame that the after sales service isn't delivered with the same enthusiasm as their sales process.I will never ever buy from this awful company again. Their arrogance is beyond belief, I guess I shouldn't be surprised given that they're French.",i ordered in error the wrong aftershave balm product hence needed to take advantage of the return  exchange service days after they received my return product i called them to chase my replacement product i couldnt believe my ears when i was told that they take  yes twenty eight days to despatch a replacement product this is a company that routinely sends you two marketing emails a day and generally pesters the life out of you to get you to part with your cash such a shame that the after sales service isnt delivered with the same enthusiasm as their sales processi will never ever buy from this awful company again their arrogance is beyond belief i guess i shouldnt be surprised given that theyre french,2020-12-10,1,0.132,0.81,0.058,-0.871,0.96478814
181,181,I spend ~£500 each Christmas with L'Occitane. I have been doing this for over 10 years and the people I buy for always seem genuinely happy with their presents. I have a relationship with their customer services that allows me to have a customised order each year. I will say that this year their customer services seem to be really stretched - which is understandable. But I allowed some extra time and they came through for me once again.,i spend  each christmas with loccitane i have been doing this for over years and the people i buy for always seem genuinely happy with their presents i have a relationship with their customer services that allows me to have a customised order each year i will say that this year their customer services seem to be really stretched  which is understandable but i allowed some extra time and they came through for me once again,2020-12-08,4,0.0,0.966,0.034,0.3291,0.96065915
182,182,"Spedizione abbastanza veloce e i prodotti sembrano validi, almeno le creme perché un loro spary mi ha dato problemi.  Buoni gli omaggi . Ok spedizioni e commessi.",quite fast shipping and the products seem valid at least the creams because one of their spary gave me problems good gifts ok shipments and salesmen,2020-12-07,2,0.088,0.747,0.166,0.34,0.9729712
183,183,I ordered some presents through their website and was supposed to receive some samples and a welcome pack. My order arrived damaged and without any of the samples and promised extra products. Customer service is completely unresponsive to my request to provide a solution. The products themselves are great but the service is terrible.,i ordered some presents through their website and was supposed to receive some samples and a welcome pack my order arrived damaged and without any of the samples and promised extra products customer service is completely unresponsive to my request to provide a solution the products themselves are great but the service is terrible,2020-12-07,1,0.103,0.762,0.135,-0.0387,0.9592809
184,184,"Ordered a number of items online for the first time (usually shop in store) - love their products, but this is my first experience with their customer service.  Supposed to receive 2 free samples with my online order - when the order was received, no samples included.  Contacted them and was told that free samples were reserved for online orders - pointed out to them that I had ordered online, but the samples were left out.  I was then told that if I ordered again online, they would include the free samples - I suggested that perhaps given that this was their mistake, they could simply mail the samples to me.  The response was again, they wouldn't do that, but that if I ordered online again, and called them within 1 hour of submitting my online order, they would then include the free samples.  Needless to say, this is not acceptable, and I won't be ordering online again.  Love their products, but the online customer service is terrible.",ordered a number of items online for the first time  love their products but this is my first experience with their customer service supposed to receive free samples with my online order  when the order was received no samples included contacted them and was told that free samples were reserved for online orders  pointed out to them that i had ordered online but the samples were left out i was then told that if i ordered again online they would include the free samples  i suggested that perhaps given that this was their mistake they could simply mail the samples to me the response was again they wouldnt do that but that if i ordered online again and called them within hour of submitting my online order they would then include the free samples needless to say this is not acceptable and i wont be ordering online again love their products but the online customer service is terrible,2020-12-04,1,0.069,0.778,0.152,0.9506,0.9681866
185,185,"Great products, but disgraceful customer service. Waited for over half an hour on hold to speak to Customer Services to complain about a new gift card purchase having a £0 balance when trying to use the card. Eventually had to hang up.",great products but disgraceful customer service waited for over half an hour on hold to speak to customer services to complain about a new gift card purchase having a  balance when trying to use the card eventually had to hang up,2020-11-30,5,0.071,0.789,0.14,0.4854,0.8176873
186,186,"Loccitaine products are the best beauty and skin care products on this planet , highly recommended and great value, amazing products and they keep me looking very young for my age of 64Thanks Frank GissaneDublin Ireland",loccitaine products are the best beauty and skin care products on this planet  highly recommended and great value amazing products and they keep me looking very young for my age of frank gissanedublin ireland,2021-12-09,3,0.0,0.531,0.469,0.9746,0.97187716
187,187,I love their products but customer service is the worst I’ve ever experienced. I had a query on their free gifts with my order. I have sent 2 emails and waited on their customer service line for up to 16 minutes on 3 separate occasions while being told my call is next in line. I have left message for a callback. Never received a reply. When I received my order it just included the free Thomas Sabo bracelet which is so cheap looking I wouldn’t pay one euro for it. Very misleading advertising.,i love their products but customer service is the worst ive ever experienced i had a query on their free gifts with my order i have sent emails and waited on their customer service line for up to minutes on separate occasions while being told my call is next in line i have left message for a callback never received a reply when i received my order it just included the free thomas sabo bracelet which is so cheap looking i wouldnt pay one euro for it very misleading advertising,2020-11-24,2,0.099,0.769,0.133,0.3192,0.9787171
188,188,"Ich habe seit meiner Schwangerschaft mit Pigmentflecken im Gesicht zu kämpfen und bin nun auf das Pigmentduoserum von L'occitane gestoßen, das nun auch nicht gerade günstig ist. Es ist meine erste Erfahrung mit L'occitane Produkten und wird nach diesem Erlebnis auch meine letzte bleiben. Nachdem ich jeweils einmal den Stift am Abend und zweinal das Serum für.tagsüber verwendet hatte, sprach mein Mann mich auf die Flecken an was ich denn gemacht hätte, die Flecken, die ihm bisher nie wirklich aufgefallen sind, wären ja jetzt deutlich zu sehen.  Und ja, die Flecken sind tatsächlich dunkler geworden ! Ich kann es überhaupt nicht verstehen und bin MEGA enttäuscht. Hoffentlich wird es bald wieder besser (zumindest wie vorher ). Ich kann jedem nur dringend von dem Produkt abraten !!!",ive been struggling with pigment spots on my face since my pregnancy and ive now come across loccitanes pigment duoserum which isnt exactly cheap either it is my first experience with loccitane products and will be my last after this experience after i had used the pencil once in the evening and the serum twice during the day my husband asked me about the spots and what i had done the spots that he had never really noticed before were now clearly visible and yes the spots have actually gotten darker i cant understand it at all and im mega disappointed hopefully things will get better soon  i can only urgently advise everyone against the product,2020-11-24,2,0.048,0.862,0.09,0.6249,0.95419276
189,189,"On se demande comment ce site peut donner une note de 2.5/20 en se basant sur l'ancienneté des avis : le dernier qui ne soit pas complètement mauvais remonte à mars 2017, le précédent à 2013 !Lorsqu'un consommateur achète un produit sur internet, le vendeur est responsable d'en assurer la livraison à l'adresse communiquée par le client. L'article L. 221-15 du Code de la consommation précise que le vendeur reste responsable de la bonne réception du colis par le client, peu importe qu'il se charge lui-même de la livraison ou qu'il en confie l'exécution à un prestataire tiers. En cas de colis perdu, le client doit mettre en jeu la responsabilité du vendeur. Celui-ci peut ensuite se retourner contre le transporteur.L'occitane m'a adressé un message le dimanche 4 me signifiant qu'ils me recontacteraient sous 2 jours ouvrés ... j'attends toujours. Je viens de les rappeler, y ai passé la matinée (ils ne retrouvent pas mes mails, les leurs ... se rejettent la responsabilité)L'occitane ne prend d'ailleurs même plus la peine de répondre aux avis postés ici !",one wonders how this site can give a score of  based on the age of reviews the last one that is not completely bad dates back to march  the previous one to  when a consumer buys a product on internet the seller is responsible for ensuring delivery to the address provided by the customer article l  of the consumer code specifies that the seller remains responsible for the good reception of the parcel by the customer regardless of whether he takes care of the delivery himself or whether he entrusts the delivery execution to a thirdparty provider in the event of a lost package the customer must bring the sellers liability into play this can then turn against the carrier loccitane sent me a message on sunday the telling me that they would contact me within working days  im still waiting i just called them back spent the morning there loccitane doesnt even bother to respond to reviews posted here,2020-11-24,2,0.025,0.853,0.122,0.9349,0.8407937
190,190,"A while back I asked alexis murdoch about whether the shampoo & conditioner contained sulphates.  I reminded her a few times & got no response. Then I contacted QVCUK & L'occitane London.  Then weeks later I saw alexis had decided to block me from her facebook page.  Am assuming she knew the answer, but didnt want to enlighten me, so she took the coward's way out of not replying !!",a while back i asked alexis murdoch about whether the shampoo  conditioner contained sulphates i reminded her a few times  got no response then i contacted qvcuk  loccitane london then weeks later i saw alexis had decided to block me from her facebook page am assuming she knew the answer but didnt want to enlighten me so she took the cowards way out of not replying ,2020-11-23,1,0.131,0.869,0.0,-0.7533,0.96946764
191,191,Tried to call their customer service number for help since I could not use my discount code for the item I wanted as a gift for my wife.  Called at the listed number that said opens at 11 am est and only got a recording that they were closed.  It was 11:30 est.    Emailed their customer service and I am still waiting on a reply.,tried to call their customer service number for help since i could not use my discount code for the item i wanted as a gift for my wife called at the listed number that said opens at am est and only got a recording that they were closed it was  est emailed their customer service and i am still waiting on a reply,2020-11-16,5,0.0,0.866,0.134,0.7351,0.9528549
192,192,"First world problem but it is sad watching a once great brand get flushed down the tube just to make money.They have gotten rid of, or tweaked, some of their best scent collections in favor of more “commercial” junk no one wants. I think it is a crime that they decided to nix the original Roses et Reines (one of the most beautiful rose scented products at the time) for some blah floriental that you can get anywhere for less money. They’ve also started reducing the sizes of their eau de toilettes, but continue charging the same amount for half of what you used to get.Their service isn’t the same anymore either. They don’t offer as many coupons to VIP/longtime customers as they used to. Their shipping is slower than normal. Their latest gift sets are atrocious. And they’ve pretty much given up on their holiday collections. Everything that made them different, and interesting, gone.They seem to be pushing their skincare more than what made them famous in the first place - bodycare - and have started spamming your inbox 2-3 times a day about some eye cream no one wants. It just screams desperate and annoying. Don’t waste your time or money.I miss the old l’Occitane.",first world problem but it is sad watching a once great brand get flushed down the tube just to make moneythey have gotten rid of or tweaked some of their best scent collections in favor of more commercial junk no one wants i think it is a crime that they decided to nix the original roses et reines for some blah floriental that you can get anywhere for less money theyve also started reducing the sizes of their eau de toilettes but continue charging the same amount for half of what you used to gettheir service isnt the same anymore either they dont offer as many coupons to viplongtime customers as they used to their shipping is slower than normal their latest gift sets are atrocious and theyve pretty much given up on their holiday collections everything that made them different and interesting gonethey seem to be pushing their skincare more than what made them famous in the first place  bodycare  and have started spamming your inbox  times a day about some eye cream no one wants it just screams desperate and annoying dont waste your time or moneyi miss the old loccitane,2020-11-04,3,0.142,0.706,0.151,0.7275,0.9735112
193,193,I love the products but they are not above using misleading pictures to promote gifts. My mother purchased some products and they offered a free gift with over $50 order. The gift picture showed a small bag with sample products and a sharpie marker. When the order came with the gift there was no sharpie marker. After contacting customer service I was told the gift didn't come with a marker End of story!  I call this a very blatant misrepresentation to the consumer.,i love the products but they are not above using misleading pictures to promote gifts my mother purchased some products and they offered a free gift with over  order the gift picture showed a small bag with sample products and a sharpie marker when the order came with the gift there was no sharpie marker after contacting customer service i was told the gift didnt come with a marker end of story i call this a very blatant misrepresentation to the consumer,2020-10-18,1,0.073,0.651,0.276,0.9634,0.9762815
194,194,"Yes they are expensive but oh my goodness the products are gorgeous. I only discovered them a couple of years ago but am a total convert. Never had any problems using the website. Fast ,free delivery. Love this company.",yes they are expensive but oh my goodness the products are gorgeous i only discovered them a couple of years ago but am a total convert never had any problems using the website fast free delivery love this company,2020-10-15,1,0.0,0.551,0.449,0.9788,0.9329963
195,195,"Excellent cosmetic products, made with natural ingredients! I start using their hand creams first, as my hands get very dry. Then I start using hair and skin products like shampoos and conditioners, face cream and serums, and recently the hand sanitizer they offer. My hair and skin definitely feel better :) The products might be more pricey than other similar products but are worth it because of the quality!Customer service is always excellent as well - in-store and online!I also visited their factory in France - there is a guided tour, that explains the history of the company and how they produce their products. I strongly recommend it!",excellent cosmetic products made with natural ingredients i start using their hand creams first as my hands get very dry then i start using hair and skin products like shampoos and conditioners face cream and serums and recently the hand sanitizer they offer my hair and skin definitely feel better  the products might be more pricey than other similar products but are worth it because of the qualitycustomer service is always excellent as well  instore and onlinei also visited their factory in france  there is a guided tour that explains the history of the company and how they produce their products i strongly recommend it,2020-10-11,1,0.0,0.763,0.237,0.9705,0.9673535
196,196,"Overpriced artificial.You can buy 10 times cheaper in any cheap shop same artificial disgusting smell.This company makes  big money on cheap artificial products.I bought lavender staff for wardrobes and it has disgusting artificial smell after I opened the little bags.Not natural at all.Shameless prices, low quality.Avoid it.",overpriced artificialyou can buy times cheaper in any cheap shop same artificial disgusting smellthis company makes big money on cheap artificial productsi bought lavender staff for wardrobes and it has disgusting artificial smell after i opened the little bagsnot natural at allshameless prices low qualityavoid it,2020-10-06,1,0.171,0.787,0.043,-0.7703,0.9393538
197,197,J'ai ESSAYÉ  de mettre un avis moins élogieux que les autres sur un produit moussant pour le visage(cadeau de l'occitane je precise) produit qui contient du laureth sulfate.Mon avis n'a jamais été publié  bien qu' enregistré...... Drôle  de politique Je n'achète chez eux que l'eau de toilette verveine agrumes  que j'adore,i tried to put a review less glowing than the others on a foaming product for the face product that contains laureth sulfate my review was never published although registered  funny policy i only buy from them the citrus verbena eau de toilette that i love,2020-10-01,1,0.0,0.846,0.154,0.7964,0.9726141
198,198,"Worst product ever.  The only thing worse than the product is the customer service.  The product and service is absolutely horrible.  Also, if you send a gift, understand that the recipient will have TO WRAP THEIR OWN GIFT AS THE GIFT SHOWS UP WITH A FOLDED UP BOX, TISSUE PAPER AND RIBBON ON TOP OF THE GIFT....What a scam!!!!  Then, when you get to the product, it's absolutely gross, greasy and disgusting.BUY SHISEIDO....much better and they stand behind their product.",worst product ever the only thing worse than the product is the customer service the product and service is absolutely horrible also if you send a gift understand that the recipient will have to wrap their own gift as the gift shows up with a folded up box tissue paper and ribbon on top of the giftwhat a scam then when you get to the product its absolutely gross greasy and disgustingbuy shiseidomuch better and they stand behind their product,2020-09-20,2,0.184,0.68,0.136,-0.7708,0.9571476
199,199,My skin absolutely loves all your products. Divine Harmony makes me skin glow & is by far the best product I have ever used. And I've tried some of the 'best'...,my skin absolutely loves all your products divine harmony makes me skin glow  is by far the best product i have ever used and ive tried some of the best,2020-09-13,5,0.0,0.562,0.438,0.9623,0.9704255
200,200,"Some products are excellent, some not so efficient though, all products have incredible scents. Overall a good mark.",some products are excellent some not so efficient though all products have incredible scents overall a good mark,2020-09-13,5,0.125,0.595,0.28,0.5667,0.95939326
201,201,"I want to give this company a 5 star because the products are really nice and feel like they are working. However, I'm a long time user and my glass lotion fell and shattered. I emailed with pictures and they didn't really offer anything like free samples, 20% off or a partial refund! Free shipping on my next order or anything. Kind of makes me mad because their products are very expensive so to offer nothing to a VIP member really leaves a bad taste in my mouth. The products are made of glass. One fall on tile and it's all gone. Thought they would at least offer some kind of deal for me to order a new one. Lame.",i want to give this company a star because the products are really nice and feel like they are working however im a long time user and my glass lotion fell and shattered i emailed with pictures and they didnt really offer anything like free samples  off or a partial refund free shipping on my next order or anything kind of makes me mad because their products are very expensive so to offer nothing to a vip member really leaves a bad taste in my mouth the products are made of glass one fall on tile and its all gone thought they would at least offer some kind of deal for me to order a new one lame,2020-10-18,1,0.119,0.758,0.122,-0.1499,0.9621434
202,202,"Excellent.Ordered, delivered on time, no problems.",excellentordered delivered on time no problems,2020-09-07,1,0.551,0.449,0.0,-0.5994,0.73438466
203,203,"Unseriös! Es wird alles getan, um eine Rücksendung so schwer wie möglich zu machen und die Rückerstattung des Kaufpreises so lange verzögert, bis rechtliche Schritte angedroht werden. Es wird kein Retourenlabel beigefügt, man muss die Rücksendung selbst bezahlen, eine Rückerstattung der Versandkosten wird nur teilweise - nach mehreren E-Mails - in Aussicht gestellt und dann gar nicht durchgeführt. Kein Wunder, dass Amazon immer weiter wächst, während andere online-Shops verdient verschwinden. Nie wieder!",untrustworthy every effort is made to make a return as difficult as possible and the refund of the purchase price is delayed until legal action is threatened no return label is attached you have to pay for the return yourself a refund of the shipping costs is only partially promised  after several emails  and then not carried out at all no wonder amazon keeps growing while other online stores deserve to disappear never again,2020-09-11,1,0.181,0.731,0.089,-0.7717,0.97846067
204,204,"I have ordered from this company many times but my last order was a disaster,  all but one item out of 6 arrived in a broken open box and despite me emailing several times and providing photos I have had no replacement or refund,  yet they HAVE MY MONEY for the order. Really disappointed with this service and seriously considering not ever ordering from again",i have ordered from this company many times but my last order was a disaster all but one item out of arrived in a broken open box and despite me emailing several times and providing photos i have had no replacement or refund yet they have my money for the order really disappointed with this service and seriously considering not ever ordering from again,2020-08-25,5,0.259,0.741,0.0,-0.9649,0.977749
205,205,"Price exaggerated for products. A shea butter cream at 35 euros!?!?!?!?! ? The butter cream are taken from africa for few money. 35 euros are an exaggeration maybe you have to sell it at 3,5 euros",price exaggerated for products a shea butter cream at euros  the butter cream are taken from africa for few money euros are an exaggeration maybe you have to sell it at  euros,2020-08-16,4,0.045,0.955,0.0,-0.1027,0.97461927
206,206,"I love love love this shop!I have been buying their products for decades and would buy no other hand soaps and creams.Even during the pandemic items have arrived well packaged and in surprisingly good time.If anyone can help, can you please bring back your sweet almond Shea hand soap as it was amazing, your best scent!!!   My whole family preferred it.",i love love love this shopi have been buying their products for decades and would buy no other hand soaps and creamseven during the pandemic items have arrived well packaged and in surprisingly good timeif anyone can help can you please bring back your sweet almond shea hand soap as it was amazing your best scent my whole family preferred it,2020-08-11,2,0.024,0.509,0.467,0.9906,0.91392595
207,207,"Now having to go to the small claims courts to sort out the issue. Don't deal with them!Finallly got my money back but as a company they need a kick up the bottom. Customer service never engages no matter how many emails sent! The customer services phones are not answered. All a pity because when forced into one of their shops in York, the sevice could not be better!L'Occitaine, get your business practices sharpened up and stop acting like a kitchen company! You don't deserve the business!",now having to go to the small claims courts to sort out the issue dont deal with themfinallly got my money back but as a company they need a kick up the bottom customer service never engages no matter how many emails sent the customer services phones are not answered all a pity because when forced into one of their shops in york the sevice could not be betterloccitaine get your business practices sharpened up and stop acting like a kitchen company you dont deserve the business,2020-08-07,5,0.107,0.809,0.084,-0.2748,0.9600291
208,208,"I ordered online from this Company, when I got to the payment, A wheel appeared. I was told to spin the wheel to get a prize.  I won 10% off.   However, the discount did not appear on my final payment.    I wrote to the Company.   After a long wait, I received a reply to tell me I did not get a discount because the items I bought were in the sale.   Well if that is the case, why put the spinning wheel on my post and not inform me that the discount would not apply if I had bought items from the sale? I had ordered a home perfume diffuser.  It was half price at over £11.00.  When I got it and opened the box, there was a empty cheap looking piece of glass and some wooden sticks. No perfume in it?   Apparently, as I read on the box, you have to buy the perfume separately.   Sorry, I feel totally ripped off.  Whoever bought a home diffuser with no perfume in it?   Only glad I did not pay full price.Will not be ordering from this company again.",i ordered online from this company when i got to the payment a wheel appeared i was told to spin the wheel to get a prize i won  off however the discount did not appear on my final payment i wrote to the company after a long wait i received a reply to tell me i did not get a discount because the items i bought were in the sale well if that is the case why put the spinning wheel on my post and not inform me that the discount would not apply if i had bought items from the sale i had ordered a home perfume diffuser it was half price at over  when i got it and opened the box there was a empty cheap looking piece of glass and some wooden sticks no perfume in it apparently as i read on the box you have to buy the perfume separately sorry i feel totally ripped off whoever bought a home diffuser with no perfume in it only glad i did not pay full pricewill not be ordering from this company again,2020-08-05,1,0.043,0.881,0.077,0.7843,0.9614688
209,209,"I got the manager called me to talk today, she apologized to me first but the attitude is really rude that not even let me talk and finish my sentences at all...she is trying to put everything just a simple misunderstanding of the customer service was not really doing her job, yelling at me and hanging up my phone in the facts... the entire conversation just called to argue with me for purpose very obviously. I am pretty sure that I will never shop online in Canada's official website because that is what they provide for their consumers.On the other hand, most workers in general retail stores are really nice and friendly. You can feel they are really there for customers.",i got the manager called me to talk today she apologized to me first but the attitude is really rude that not even let me talk and finish my sentences at allshe is trying to put everything just a simple misunderstanding of the customer service was not really doing her job yelling at me and hanging up my phone in the facts the entire conversation just called to argue with me for purpose very obviously i am pretty sure that i will never shop online in canadas official website because that is what they provide for their consumerson the other hand most workers in general retail stores are really nice and friendly you can feel they are really there for customers,2020-07-25,1,0.079,0.754,0.167,0.9098,0.9132848
210,210,"Great products, but £6 delivery and it then takes over a week? Come on now.",great products but  delivery and it then takes over a week come on now,2020-07-23,1,0.0,0.825,0.175,0.3716,0.96619093
211,211,"I had bad experience with one face cream Loccitane and try to left review in their website,  but they didn’t published it because I gave one star rating and telling my bad experience with that face cream which was disgusting. That’s why there are only good reviews in the website, they censoring the reviews...very disappointed from the brand Loccitane",i had bad experience with one face cream loccitane and try to left review in their website but they didnt published it because i gave one star rating and telling my bad experience with that face cream which was disgusting thats why there are only good reviews in the website they censoring the reviewsvery disappointed from the brand loccitane,2020-07-19,5,0.22,0.726,0.054,-0.9169,0.9520051
212,212,The products are high quality and good prices the Ultra Rich Body Cream and hand creams and amazing in soothing and moisturising. Highly recommended and thank you,the products are high quality and good prices the ultra rich body cream and hand creams and amazing in soothing and moisturising highly recommended and thank you,2020-08-01,1,0.0,0.492,0.508,0.9621,0.9720513
213,213,"l'Occitaine are the very best producer of natural beauty products and i have been using them now for 20 years and there products are keeping me looking very young for my age of 65 , thanks a million Frank Gissane Dublin Ireland 🇮🇪",loccitaine are the very best producer of natural beauty products and i have been using them now for years and there products are keeping me looking very young for my age of  thanks a million frank gissane dublin ireland ,2020-07-17,1,0.0,0.707,0.293,0.9286,0.97809255
214,214,"NEVER use the Karite Bebe range for your child! NOT SAFE! It stings the eyes really bad! Don’t think they are dermatologicaly tested! And when you go back to the shop to complain, they will tell you to call costumer service as they can’t help!",never use the karite bebe range for your child not safe it stings the eyes really bad dont think they are dermatologicaly tested and when you go back to the shop to complain they will tell you to call costumer service as they cant help,2020-07-11,1,0.211,0.789,0.0,-0.8737,0.95276046
215,215,Just got off the phone with customer service.  I purchased the 500 ml Almond shower oil with a defective pump through the TSC.  All I was asking is a replacement pump.  I was told they don’t have new pump to send me. I must go to a physical store maybe they have one.  Due to COVID-19 all the stores in GTA has been closed  three months ago.  For the price I paid for a luxury product this experience is very frustrating and not acceptable. I was offered a $15 discount coupon for future use.  I declined immediately as I’m not stupid enough to spend anymore money on this company,just got off the phone with customer service i purchased the ml almond shower oil with a defective pump through the tsc all i was asking is a replacement pump i was told they dont have new pump to send me i must go to a physical store maybe they have one due to covid all the stores in gta has been closed three months ago for the price i paid for a luxury product this experience is very frustrating and not acceptable i was offered a  discount coupon for future use i declined immediately as im not stupid enough to spend anymore money on this company,2020-07-10,3,0.079,0.894,0.027,-0.6462,0.98115325
