,voices,date,similarities,compound
0,Social,2021-02-04,0.84710807,0.9217
0,Social,2021-02-04,0.8802212,0.933
0,Social,2021-02-03,0.85722387,0.9623
0,Social,2021-02-02,0.8360114,0.765
0,Social,2021-02-02,0.83607805,0.8442
0,Social,2021-02-01,0.82419705,0.4939
0,Social,2021-02-01,0.8688777,0.4939
0,Social,2021-01-30,0.8868232,0.6597
0,Social,2021-01-29,0.86368245,-0.4767
0,Social,2021-01-29,0.856665,0.2724
0,Social,2021-01-28,0.8372685,0.8271
0,Social,2021-01-28,0.88378096,0.3071
0,Social,2021-01-27,0.88457215,0.7717
0,Social,2021-01-27,0.86887753,0.4939
0,Social,2021-01-26,0.86070216,0.9022
0,Social,2021-01-26,0.88269305,0.5267
0,Social,2021-01-25,0.85338044,0.8625
0,Social,2021-01-23,0.8922441,0.4215
0,Social,2021-01-22,0.8807211,0.9118
0,Social,2021-01-22,0.90591496,0.899
0,Social,2021-01-21,0.8747283,0.9601
0,Social,2021-01-21,0.8325151,0.0
0,Social,2021-01-20,0.89998484,0.7506
0,Social,2021-01-20,0.8888524,0.8097
0,Social,2021-01-19,0.8663114,0.8555
0,Social,2021-01-18,0.8770727,0.7579
0,Social,2021-01-17,0.88623285,0.9551
0,Social,2021-01-16,0.87063736,0.9201
0,Social,2021-01-15,0.864302,0.9155
0,Social,2021-01-14,0.873605,0.7579
0,Social,2021-01-14,0.9139729,0.5859
0,Social,2021-01-13,0.8935504,-0.128
0,Social,2021-01-13,0.9119208,0.7506
0,Social,2021-01-12,0.92189485,0.9159
0,Social,2021-01-12,0.93638766,0.9432
0,Social,2021-01-10,0.8834542,0.9607
0,Social,2021-01-08,0.8704474,0.3182
0,Social,2021-01-07,0.89644086,-0.128
0,Social,2021-01-07,0.8514069,0.9565
0,Social,2021-01-06,0.8709546,0.7506
0,Social,2021-01-06,0.91849697,0.9349
0,Social,2021-01-05,0.8851794,0.9442
0,Social,2021-01-03,0.8479786,0.6808
0,Social,2021-01-02,0.84473336,0.7783
0,Social,2021-01-02,0.860052,0.8555
0,Social,2020-12-31,0.8969393,0.9468
0,Social,2020-12-31,0.8994365,0.8957
0,Social,2020-12-29,0.80022067,0.4939
0,Social,2020-12-28,0.8813464,0.7351
0,Social,2020-12-28,0.91693556,0.9186
0,Social,2020-12-27,0.88129663,0.5423
0,Social,2020-12-26,0.88042754,0.8402
0,Social,2020-12-24,0.8953175,0.9349
0,Social,2020-12-24,0.90998137,0.9529
0,Social,2020-12-23,0.91103476,0.8625
0,Social,2020-12-23,0.8575294,0.8834
0,Social,2020-12-23,0.84191084,0.9169
0,Social,2020-12-23,0.8483574,0.9022
0,Social,2020-12-22,0.90294653,0.875
0,Social,2020-12-21,0.8623762,0.25
0,Social,2020-12-21,0.9048568,0.9169
0,Social,2020-12-21,0.8874006,0.8807
0,Social,2020-12-21,0.8886447,0.4588
0,Social,2020-12-20,0.88594663,0.8316
0,Social,2020-12-19,0.8460861,0.7506
0,Social,2020-12-18,0.8935081,0.6826
0,Social,2020-12-17,0.8730834,0.4939
0,Social,2020-12-17,0.87577164,0.4939
0,Social,2020-12-16,0.91989136,0.9524
0,Social,2020-12-16,0.8534804,0.6939
0,Social,2020-12-15,0.86444247,0.8591
0,Social,2020-12-15,0.8668457,0.9493
0,Social,2020-12-14,0.8414168,0.9382
0,Social,2020-12-14,0.8758665,0.743
0,Social,2020-12-12,0.8438931,0.7458
0,Social,2020-12-11,0.8099819,0.4404
0,Social,2020-12-11,0.8338177,0.4404
0,Social,2020-12-11,0.8920063,0.9459
0,Social,2020-12-11,0.8134669,0.7964
0,Social,2020-12-11,0.84900135,0.4404
0,Social,2020-12-11,0.86882687,0.9081
0,Social,2020-12-11,0.8901087,0.5106
0,Social,2020-12-11,0.8799946,0.0
0,Social,2020-12-11,0.86477566,0.891
0,Social,2020-12-10,0.9047714,0.4939
0,Social,2020-12-09,0.89789885,0.4019
0,Social,2020-12-09,0.86118114,0.7783
0,Social,2020-12-08,0.9268868,0.8779
0,Social,2020-12-08,0.6895803,0.0
0,Social,2020-12-07,0.88664633,0.9721
0,Social,2020-12-07,0.8439939,0.0
0,Social,2020-12-07,0.896891,0.7351
0,Social,2020-12-06,0.89080125,0.9432
0,Social,2020-12-04,0.80840445,0.0
0,Social,2020-12-04,0.87263465,0.7269
0,Social,2020-12-04,0.8874572,0.5129
0,Social,2020-12-04,0.8805207,0.8934
0,Social,2020-12-03,0.90480095,0.9403
0,Social,2020-12-03,0.887024,0.6597
0,Social,2020-12-02,0.8702037,0.9459
0,Social,2020-12-01,0.8829368,0.7351
0,Social,2020-12-01,0.8433369,0.4215
0,Social,2020-11-30,0.8867837,0.9853
0,Social,2020-11-30,0.86219037,0.6249
0,Social,2020-11-29,0.88341635,0.8658
0,Social,2020-11-28,0.83703256,0.9735
0,Social,2020-11-27,0.8558113,0.4404
0,Social,2020-11-27,0.9065399,-0.5883
0,Social,2020-11-26,0.9073629,0.6697
0,Social,2020-11-26,0.89605963,-0.4588
0,Social,2020-11-26,0.873929,0.8625
0,Social,2020-11-25,0.8521232,0.0
0,Social,2020-11-25,0.8614203,0.9337
0,Social,2020-11-24,0.92129683,-0.2263
0,Social,2020-11-24,0.87634885,0.8316
0,Social,2020-11-24,0.8788045,0.959
0,Social,2020-11-23,0.8680142,0.8885
0,Social,2020-11-23,0.88791436,0.8519
0,Social,2020-11-22,0.9123849,0.7096
0,Social,2020-11-21,0.8856835,0.8271
0,Social,2020-11-21,0.8797312,0.0
0,Social,2020-11-20,0.853575,0.4215
0,Social,2020-11-20,0.90841115,0.8516
0,Social,2020-11-19,0.8656736,0.8658
0,Social,2020-11-19,0.8430344,0.9571
0,Social,2020-11-19,0.866812,0.9657
0,Social,2020-11-18,0.8597023,0.9393
0,Social,2020-11-18,0.84327626,0.9001
0,Social,2020-11-18,0.8322605,0.6249
0,Social,2020-11-17,0.8629899,0.4939
0,Social,2020-11-17,0.9273228,0.9194
0,Social,2020-11-16,0.88795024,0.8807
0,Social,2020-11-14,0.8898789,0.9485
0,Social,2020-11-14,0.9123561,0.836
0,Social,2020-11-13,0.881768,0.765
0,Social,2020-11-13,0.8612044,0.9011
0,Social,2020-11-12,0.8385604,0.9423
0,Social,2020-11-12,0.8311862,0.946
0,Social,2020-11-11,0.8449137,0.3182
0,Social,2020-11-11,0.841138,0.8442
0,Social,2020-11-11,0.90392905,0.9366
0,Social,2020-11-10,0.8952687,0.8402
0,Social,2020-11-09,0.86481214,0.9538
0,Social,2020-11-09,0.88439393,0.9413
0,Social,2020-11-09,0.91992956,0.9126
0,Social,2020-11-08,0.90928805,0.9153
0,Social,2020-11-07,0.84667206,0.0772
0,Social,2020-11-07,0.9369495,0.8225
0,Social,2020-11-07,0.86376053,0.785
0,Social,2020-11-06,0.8901335,0.3182
0,Social,2020-11-06,0.8482117,0.6124
0,Social,2020-11-06,0.9104302,0.7579
0,Social,2020-11-05,0.8370153,0.0
0,Social,2020-11-05,0.90304404,0.9502
0,Social,2020-11-05,0.8703306,0.872
0,Social,2020-11-04,0.8071904,0.9442
0,Social,2020-11-04,0.85299516,0.9337
0,Social,2020-11-03,0.8332532,0.9674
0,Social,2020-11-03,0.68598586,0.4588
0,Social,2020-11-02,0.8063414,0.4939
0,Social,2020-11-02,0.8826146,0.8591
0,Social,2020-11-02,0.82867795,0.4215
0,Social,2020-11-01,0.9314908,0.8807
0,Social,2020-10-30,0.8582062,0.743
0,Social,2020-10-30,0.8203832,0.7506
0,Social,2020-10-29,0.88281596,0.9531
0,Social,2020-10-29,0.87357414,0.8885
0,Social,2020-10-29,0.93905395,0.8885
0,Social,2020-10-28,0.88463414,0.6124
0,Social,2020-10-28,0.8296156,0.3182
0,Social,2020-10-28,0.86661184,0.7351
0,Social,2020-10-27,0.7964467,0.3612
0,Social,2020-10-27,0.8916057,0.7184
0,Social,2020-10-27,0.9041668,0.8225
0,Social,2020-10-26,0.8685112,0.5106
0,Social,2020-10-24,0.89317036,0.9211
0,Social,2020-10-23,0.85165286,0.5859
0,Social,2020-10-22,0.8320027,0.6908
0,Social,2020-10-21,0.9274032,0.9477
0,Social,2020-10-21,0.8079549,0.7579
0,Social,2020-10-20,0.8693217,0.8519
0,Social,2020-10-20,0.87479496,0.8516
0,Social,2020-10-19,0.8703914,0.8979
0,Social,2020-10-19,0.9182173,0.7845
0,Social,2020-10-18,0.8255429,0.7152
0,Social,2020-10-17,0.8706126,0.8658
0,Social,2020-10-16,0.8823346,0.5719
0,Social,2020-10-16,0.7964467,0.3612
0,Social,2020-10-10,0.91282654,0.4019
0,Social,2020-10-07,0.8734215,0.9313
0,Social,2020-10-07,0.8430424,0.1027
0,Social,2020-10-06,0.7898439,0.802
0,Social,2020-10-06,0.85793614,0.8658
0,Social,2020-10-05,0.8708184,0.6808
0,Social,2020-10-03,0.8867045,0.9814
0,Social,2020-10-02,0.8355745,0.7964
0,Social,2020-10-02,0.7532695,0.5719
0,Social,2020-10-01,0.82380044,0.0
0,Social,2020-10-01,0.89469266,0.5106
0,Social,2020-10-01,0.75326943,0.5719
0,Social,2020-09-29,0.8285316,0.8957
0,Social,2020-09-29,0.89951235,0.9118
0,Social,2020-09-29,0.8203832,0.7506
0,Social,2020-09-28,0.88614315,0.0
0,Social,2020-09-28,0.7964467,0.3612
0,Social,2020-09-25,0.8300244,0.0
0,Social,2020-09-25,0.8863735,0.926
0,Social,2020-09-24,0.87230974,0.0
0,Social,2020-09-24,0.8497103,0.8758
0,Social,2020-09-23,0.8840321,0.8888
0,Social,2020-09-18,0.84720564,0.891
0,Social,2020-09-18,0.8716606,0.9118
0,Social,2020-09-17,0.88132304,-0.2263
0,Social,2020-09-17,0.89740723,0.8957
0,Social,2020-09-16,0.86361605,0.7783
0,Social,2020-09-15,0.8770411,0.6705
0,Social,2020-09-15,0.8965653,0.9081
0,Social,2020-09-15,0.9072975,0.9022
0,Social,2020-09-14,0.8377417,0.8126
0,Social,2020-09-14,0.9079924,0.5106
0,Social,2020-09-13,0.8948696,0.9097
0,Social,2020-09-11,0.9163414,0.9674
0,Social,2020-09-11,0.87131274,0.3291
0,Social,2020-09-10,0.9267051,0.4019
0,Social,2020-09-10,0.8678447,0.7506
0,Social,2020-09-09,0.8857032,0.9246
0,Social,2020-09-09,0.8448817,0.2732
0,Social,2020-09-08,0.8536297,0.9846
0,Social,2020-09-08,0.8294745,0.8637
0,Social,2020-09-07,0.91067207,-0.5106
0,Social,2020-09-07,0.8894206,0.7645
0,Social,2020-09-06,0.832229,0.0
0,Social,2020-09-05,0.85773456,0.4939
0,Social,2020-09-04,0.87951434,0.0258
0,Social,2020-09-04,0.901452,0.743
0,Social,2020-09-03,0.9157267,0.8176
0,Social,2020-09-03,0.84916997,-0.5267
0,Social,2020-09-03,0.90796363,0.5423
0,Social,2020-09-03,0.8678447,0.7506
0,Social,2020-09-02,0.8797203,0.743
0,Social,2020-09-02,0.89563984,0.9382
0,Social,2020-09-01,0.89806205,0.7906
0,Social,2020-08-31,0.91363287,0.8271
0,Social,2020-08-31,0.92234635,0.8176
0,Social,2020-08-29,0.9514418,0.4939
0,Social,2020-08-28,0.9191086,0.5256
0,Social,2020-08-28,0.8666952,0.0
0,Social,2020-08-27,0.92298985,0.0
0,Social,2020-08-27,0.90972877,0.6486
0,Social,2020-08-26,0.853693,0.0
0,Social,2020-08-26,0.8816896,-0.1531
0,Social,2020-08-25,0.88200146,0.8176
0,Social,2020-08-25,0.909536,0.6124
0,Social,2020-08-24,0.8779177,0.5719
0,Social,2020-08-24,0.9038474,0.9638
0,Social,2020-08-23,0.910411,-0.5811
0,Social,2020-08-21,0.9194515,-0.2755
0,Social,2020-08-21,0.8849739,-0.25
0,Social,2020-08-20,0.91844505,0.4939
0,Social,2020-08-19,0.86825186,0.0
0,Social,2020-08-19,0.8590733,0.3612
0,Social,2020-08-19,0.92415893,0.5783
0,Social,2020-08-18,0.89797926,0.802
0,Social,2020-08-18,0.9081117,0.8271
0,Social,2020-08-18,0.8861188,0.7906
0,Social,2020-08-17,0.8838494,0.5267
0,Social,2020-08-17,0.91253686,0.2263
0,Social,2020-08-15,0.8573742,0.836
0,Social,2020-08-15,0.9069278,0.9147
0,Social,2020-08-14,0.921335,0.7506
0,Social,2020-08-14,0.9012021,0.6908
0,Social,2020-08-13,0.8800288,0.2732
0,Social,2020-08-12,0.8584075,0.9485
0,Social,2020-08-11,0.86724854,0.7184
0,Social,2020-08-10,0.87086993,0.5859
0,Social,2020-08-10,0.91726476,0.8658
0,Social,2020-08-09,0.90787256,0.0772
0,Social,2020-08-09,0.8951568,0.4588
0,Social,2020-08-08,0.90228164,0.7992
0,Social,2020-08-07,0.85370255,0.4019
0,Social,2020-08-07,0.90453476,0.9387
0,Social,2020-08-06,0.88883597,0.3612
0,Social,2020-08-06,0.7440845,0.9382
0,Social,2020-08-05,0.8726431,0.3182
0,Social,2020-08-05,0.87807894,0.85
0,Social,2020-08-05,0.89210206,0.7717
0,Social,2020-08-04,0.8822948,0.5859
0,Social,2020-08-04,0.8804772,0.8613
0,Social,2020-08-03,0.9027054,0.7845
0,Social,2020-08-03,0.9019078,0.6289
0,Social,2020-08-02,0.89179444,0.9042
0,Social,2020-08-01,0.8834117,0.6124
0,Social,2020-07-31,0.8604064,0.6124
0,Social,2020-07-31,0.9030949,0.886
0,Social,2020-07-31,0.89491713,0.0772
0,Social,2020-07-29,0.88781524,0.9403
0,Social,2020-07-29,0.88741136,0.3182
0,Social,2020-07-29,0.9436343,0.6597
0,Social,2020-07-28,0.9307171,0.4939
0,Social,2020-07-28,0.9229436,0.8793
0,Social,2020-07-27,0.8730209,0.886
0,Social,2020-07-25,0.8963387,0.4588
0,Social,2020-07-25,0.899318,0.9475
0,Social,2020-07-24,0.8243519,0.9081
0,Social,2020-07-23,0.8631649,0.9118
0,Social,2020-07-23,0.90209615,0.769
0,Social,2020-07-23,0.87633896,0.969
0,Social,2020-07-22,0.8973076,0.7964
0,Social,2020-07-22,0.84250104,0.8271
0,Social,2020-07-21,0.8973739,0.7096
0,Social,2020-07-21,0.9040477,0.0129
0,Social,2020-07-20,0.8571454,0.5106
0,Social,2020-07-20,0.89961624,0.7089
0,Social,2020-07-19,0.87776506,0.7964
0,Social,2020-07-18,0.9156352,-0.2712
0,Social,2020-07-17,0.8631647,0.9118
0,Social,2020-07-17,0.90011823,0.3818
0,Social,2020-07-17,0.9364462,0.128
0,Social,2020-07-17,0.8639214,0.8934
0,Social,2020-07-17,0.89154714,0.9235
0,Social,2020-07-16,0.9023914,0.5994
0,Social,2020-07-16,0.91903365,0.34
0,Social,2020-07-16,0.9335995,0.489
0,Social,2020-07-15,0.8864195,0.25
0,Social,2020-07-15,0.9115942,0.8519
0,Social,2020-07-15,0.8471346,0.3291
0,Social,2020-07-14,0.89197946,0.4939
0,Social,2020-07-14,0.88022935,0.296
0,Social,2020-07-14,0.90941125,0.0
0,Social,2020-07-13,0.88580555,0.3182
0,Social,2020-07-13,0.85718,0.9146
0,Social,2020-07-12,0.8904109,0.9153
0,Social,2020-07-11,0.871433,0.4939
0,Social,2020-07-10,0.8888818,0.6908
0,Social,2020-07-10,0.8976165,0.8173
0,Social,2020-07-09,0.8967405,0.8555
0,Social,2020-07-09,0.9047384,0.8555
0,Social,2020-07-08,0.86621773,0.8625
0,Social,2020-07-08,0.8556538,0.8271
0,Social,2020-07-06,0.9537715,0.9022
0,Social,2020-07-06,0.8807999,0.0258
0,Social,2020-07-05,0.8625144,0.4939
0,Social,2020-07-05,0.87846106,0.8573
0,Social,2020-07-04,0.9236853,0.9741
0,Social,2020-07-04,0.89143723,0.91
0,Social,2020-07-03,0.9130463,0.891
0,Social,2020-07-03,0.8840022,0.5859
0,Social,2020-07-03,0.9011365,0.4215
0,Social,2020-07-02,0.878626,0.5859
0,Social,2020-07-02,0.85873675,0.6369
0,Social,2020-07-02,0.8963064,0.8334
0,Social,2020-07-01,0.8931717,0.7783
0,Social,2020-07-01,0.85873646,0.6369
0,Social,2020-07-01,0.8633295,0.7506
0,Social,2020-07-01,0.91874695,0.9661
0,Social,2020-06-30,0.8961432,0.9825
0,Social,2020-06-30,0.89308196,0.7003
0,Social,2020-06-30,0.8417605,0.0
0,Social,2020-06-27,0.8640785,0.8074
0,Social,2020-06-27,0.902876,0.9153
0,Social,2020-06-26,0.8797619,0.8625
0,Social,2020-06-26,0.88264227,0.8271
0,Social,2020-06-26,0.92274976,0.5994
0,Social,2020-06-25,0.85480237,0.872
0,Social,2020-06-25,0.89549583,0.8442
0,Social,2020-06-25,0.90203696,0.7964
0,Social,2020-06-25,0.9255508,0.8316
0,Social,2020-06-25,0.8697493,0.8225
0,Social,2020-06-25,0.8601544,0.5777
0,Social,2020-06-25,0.90113634,0.4215
0,Social,2020-06-24,0.87032473,0.872
0,Social,2020-06-24,0.86103165,0.5267
0,Social,2020-06-24,0.9065081,0.8885
0,Social,2020-06-24,0.85669184,-0.5719
0,Social,2020-06-24,0.8446336,0.8899
0,Social,2020-06-23,0.8471273,-0.4939
0,Social,2020-06-23,0.8932163,0.4019
0,Social,2020-06-23,0.9227962,0.8602
0,Social,2020-06-22,0.90930873,0.872
0,Social,2020-06-22,0.6637584,0.5719
0,Social,2020-06-20,0.8668353,0.8957
0,Social,2020-06-19,0.88565314,0.6705
0,Social,2020-06-19,0.9023783,0.4588
0,Social,2020-06-19,0.8151989,0.0
0,Social,2020-06-18,0.86113286,0.8176
0,Social,2020-06-18,0.89889896,0.7269
0,Social,2020-06-17,0.8551056,0.4939
0,Social,2020-06-17,0.88923913,0.891
0,Social,2020-06-17,0.875718,0.7607
0,Social,2020-06-16,0.8776852,-0.296
0,Social,2020-06-16,0.67919666,-0.2023
0,Social,2020-06-15,0.8990171,0.7184
0,Social,2020-06-15,0.86020446,0.8591
0,Social,2020-06-15,0.8800521,0.3182
0,Social,2020-06-14,0.88584405,-0.5116
0,Social,2020-06-13,0.88417405,0.5152
0,Social,2020-06-12,0.8729855,0.4939
0,Social,2020-06-11,0.86007744,0.8176
0,Social,2020-06-11,0.85061014,0.7506
0,Social,2020-06-11,0.8871531,0.1779
0,Social,2020-06-10,0.8875586,0.9538
0,Social,2020-06-10,0.9229831,0.7506
0,Social,2020-06-09,0.89307797,0.4215
0,Social,2020-06-09,0.92260057,0.7964
0,Social,2020-06-08,0.9141908,0.8793
0,Social,2020-06-08,0.90891206,0.4404
0,Social,2020-06-07,0.8827553,0.6597
0,Social,2020-06-07,0.9323333,0.8789
0,Social,2020-06-06,0.9235518,0.9042
0,Social,2020-06-05,0.85827243,0.8555
0,Social,2020-06-05,0.9153953,0.9337
0,Social,2020-06-05,0.91907924,0.296
0,Social,2020-06-04,0.82928306,0.6597
0,Social,2020-06-03,0.85599864,0.4404
0,Social,2020-06-03,0.90527415,0.7184
0,Social,2020-06-03,0.8634098,-0.0772
0,Social,2020-06-02,0.9151028,0.6369
0,Social,2020-06-02,0.93332607,0.9382
0,Social,2020-06-01,0.9444135,0.936
0,Social,2020-05-31,0.8562127,0.3182
0,Social,2020-05-31,0.92328244,0.8949
0,Social,2020-05-31,0.8808063,0.9738
0,Social,2020-05-31,0.8589399,0.4939
0,Social,2020-05-29,0.8769882,0.3612
0,Social,2020-05-29,0.85891974,-0.1027
0,Social,2020-05-29,0.88256717,0.9274
0,Social,2020-05-28,0.85891986,-0.1027
0,Social,2020-05-28,0.8616578,0.7351
0,Social,2020-05-28,0.9343877,0.1531
0,Social,2020-05-28,0.90351945,0.7579
0,Social,2020-05-27,0.86168337,0.4939
0,Social,2020-05-27,0.8499179,0.9493
0,Social,2020-05-27,0.89920026,0.9657
0,Social,2020-05-26,0.9096738,0.4939
0,Social,2020-05-26,0.8840549,0.2382
0,Social,2020-05-26,0.87914,0.7906
0,Social,2020-05-25,0.90120625,0.0772
0,Social,2020-05-24,0.92530507,0.5894
0,Social,2020-05-23,0.7732916,-0.4404
0,Social,2020-05-22,0.9360043,0.6808
0,Social,2020-05-22,0.90668166,0.8481
0,Social,2020-05-22,0.9056688,0.6908
0,Social,2020-05-22,0.8984738,-0.1311
0,Social,2020-05-21,0.8616578,0.7351
0,Social,2020-05-21,0.8950523,0.7918
0,Social,2020-05-20,0.9298197,0.8555
0,Social,2020-05-20,0.9418476,0.85
0,Social,2020-05-19,0.89501214,0.9042
0,Social,2020-05-18,0.9103111,0.9726
0,Social,2020-05-18,0.9107512,0.8481
0,Social,2020-05-17,0.83741295,0.4404
0,Social,2020-05-16,0.90647805,0.8998
0,Social,2020-05-15,0.9141438,0.9169
0,Social,2020-05-15,0.87328875,0.7184
0,Social,2020-05-15,0.87635666,0.931
0,Social,2020-05-14,0.8685402,0.7351
0,Social,2020-05-14,0.925054,0.7717
0,Social,2020-05-13,0.8728103,0.2263
0,Social,2020-05-13,0.8197259,0.936
0,Social,2020-05-12,0.89781356,0.9081
0,Social,2020-05-12,0.8559555,0.7239
0,Social,2020-05-11,0.88492453,0.0
0,Social,2020-05-10,0.88948554,-0.298
0,Social,2020-05-10,0.9310049,0.8225
0,Social,2020-05-09,0.84218216,0.8555
0,Social,2020-05-09,0.864569,0.7774
0,Social,2020-05-08,0.8972408,0.9001
0,Social,2020-05-08,0.8536418,0.0
0,Social,2020-05-07,0.8688378,0.7845
0,Social,2020-05-07,0.9234524,0.7574
0,Social,2020-05-06,0.8711592,0.8979
0,Social,2020-05-05,0.8177883,0.4404
0,Social,2020-05-04,0.9091742,0.9382
0,Social,2020-05-04,0.8644471,0.8625
0,Social,2020-05-03,0.8644471,0.8625
0,Social,2020-05-03,0.89968914,0.7264
0,Social,2020-05-02,0.919111,0.25
0,Social,2020-05-01,0.881603,0.9201
0,Social,2020-05-01,0.8776022,0.4939
0,Social,2020-05-01,0.88778615,0.7845
0,Social,2020-04-30,0.8582728,0.8225
0,Social,2020-04-30,0.88701195,0.2718
0,Social,2020-04-30,0.8817225,0.9331
0,Social,2020-04-29,0.8350811,0.7906
0,Social,2020-04-29,0.8786424,-0.1692
0,Social,2020-04-28,0.8669377,0.7728
0,Social,2020-04-27,0.88198173,0.8225
0,Social,2020-04-27,0.88229275,0.9493
0,Social,2020-04-26,0.91631496,0.7269
0,Social,2020-04-26,0.8860204,0.8519
0,Social,2020-04-25,0.8847687,0.7425
0,Social,2020-04-24,0.86200595,0.8176
0,Social,2020-04-24,0.8979739,0.891
0,Social,2020-04-24,0.8509019,0.9423
0,Social,2020-04-23,0.8582725,0.8225
0,Social,2020-04-23,0.901917,-0.1531
0,Social,2020-04-23,0.90065193,0.3879
0,Social,2020-04-23,0.9224734,0.872
0,Social,2020-04-22,0.7423717,0.0
0,Social,2020-04-22,0.92045414,0.7579
0,Social,2020-04-22,0.92266685,0.8779
0,Social,2020-04-21,0.85789657,0.9195
0,Social,2020-04-21,0.8711592,0.8979
0,Social,2020-04-21,0.92168987,0.8555
0,Social,2020-04-19,0.85952663,0.6124
0,Social,2020-04-18,0.876353,0.8176
0,Social,2020-04-18,0.9008004,0.8316
0,Social,2020-04-18,0.91014004,-0.5267
0,Social,2020-04-17,0.92878497,0.9201
0,Social,2020-04-17,0.9134564,0.8957
0,Social,2020-04-17,0.9450985,0.4588
0,Social,2020-04-16,0.88184094,0.0
0,Social,2020-04-15,0.8251423,0.7003
0,Social,2020-04-15,0.922681,0.5106
0,Social,2020-04-15,0.8652253,0.749
0,Social,2020-04-14,0.82246685,0.0
0,Social,2020-04-14,0.73375106,-0.0772
0,Social,2020-04-14,0.87424153,0.8718
0,Social,2020-04-13,0.9066617,0.9323
0,Social,2020-04-12,0.8967965,0.6808
0,Social,2020-04-12,0.8721222,0.9423
0,Social,2020-04-12,0.8404226,0.0
0,Social,2020-04-11,0.8280628,0.5815
0,Social,2020-04-10,0.9071008,0.6369
0,Social,2020-04-10,0.87378365,0.7003
0,Social,2020-04-09,0.8387695,0.0
0,Social,2020-04-09,0.70879537,0.0
0,Social,2020-04-09,0.846817,0.5994
0,Social,2020-04-08,0.8121395,0.0
0,Social,2020-04-08,0.9180759,0.1531
0,Social,2020-04-08,0.9088251,0.6908
0,Social,2020-04-08,0.86584216,0.4019
0,Social,2020-04-07,0.9473988,0.8834
0,Social,2020-04-07,0.7368478,0.9118
0,Social,2020-04-06,0.8126804,0.8225
0,Social,2020-04-06,0.93170905,0.6428
0,Social,2020-04-05,0.8490464,0.9061
0,Social,2020-04-04,0.91328865,0.8451
0,Social,2020-04-04,0.8990505,0.6808
0,Social,2020-04-04,0.9067427,0.0772
0,Social,2020-04-03,0.8177883,0.4404
0,Social,2020-04-03,0.91363865,0.9403
0,Social,2020-04-03,0.8767507,0.8555
0,Social,2020-04-02,0.8225133,0.7717
0,Social,2020-04-02,0.89288425,-0.2732
0,Social,2020-04-02,0.76012516,-0.2263
0,Social,2020-04-02,0.87391394,0.7003
0,Social,2020-04-01,0.860041,0.8934
0,Social,2020-04-01,0.86916256,0.8934
0,Social,2020-03-31,0.8977865,0.4939
0,Social,2020-03-31,0.919017,-0.34
0,Social,2020-03-31,0.89110863,0.936
0,Social,2020-03-30,0.85660243,0.8834
0,Social,2020-03-30,0.87767243,0.7964
0,Social,2020-03-29,0.9343693,0.5095
0,Social,2020-03-28,0.9044683,0.3612
0,Social,2020-03-27,0.81484944,0.0
0,Social,2020-03-27,0.92572856,0.9531
0,Social,2020-03-27,0.9265089,0.9666
0,Social,2020-03-27,0.8942182,0.4588
0,Social,2020-03-26,0.90617114,0.875
0,Social,2020-03-26,0.9213253,0.9184
0,Social,2020-03-26,0.90353876,0.8834
0,Social,2020-03-25,0.8576861,0.8271
0,Social,2020-03-25,0.88670135,0.9081
0,Social,2020-03-25,0.8083892,0.8779
0,Social,2020-03-24,0.87152016,0.0
0,Social,2020-03-24,0.8571379,0.6908
0,Social,2020-03-24,0.8388783,0.836
0,Social,2020-03-23,0.85930866,0.4404
0,Social,2020-03-23,0.88219523,0.719
0,Social,2020-03-22,0.8972481,0.8316
0,Social,2020-03-20,0.8968909,0.8806
0,Social,2020-03-20,0.8299674,0.0
0,Social,2020-03-20,0.91185117,0.5106
0,Social,2020-03-20,0.8903459,0.8957
0,Social,2020-03-19,0.9182044,0.9661
0,Social,2020-03-19,0.92393434,0.4767
0,Social,2020-03-18,0.81213963,0.0
0,Social,2020-03-18,0.9312898,0.9246
0,Social,2020-03-18,0.91872954,0.4215
0,Social,2020-03-18,0.8288003,0.2263
0,Social,2020-03-17,0.92351294,0.0
0,Social,2020-03-17,0.964116,0.5106
0,Social,2020-03-17,0.8940296,0.9805
0,Social,2020-03-16,0.83013415,0.4939
0,Social,2020-03-16,0.89871746,0.8689
0,Social,2020-03-13,0.8644588,0.8625
0,Social,2020-03-13,0.93133485,0.9595
0,Social,2020-03-13,0.88202053,0.872
0,Social,2020-03-12,0.8299674,0.0
0,Social,2020-03-12,0.9275042,0.7351
0,Social,2020-03-12,0.8517629,0.0
0,Social,2020-03-11,0.9210477,0.9081
0,Social,2020-03-11,0.87450767,0.9607
0,Social,2020-03-11,0.8511915,0.7184
0,Social,2020-03-11,0.8713999,0.3182
0,Social,2020-03-11,0.93137586,0.6124
0,Social,2020-03-11,0.8610759,0.0
0,Social,2020-03-10,0.9157473,0.7001
0,Social,2020-03-10,0.8817446,0.8885
0,Social,2020-03-09,0.8765726,0.5994
0,Social,2020-03-09,0.8473294,0.6652
0,Social,2020-03-09,0.8898164,0.5719
0,Social,2020-03-08,0.8786133,0.765
0,Social,2020-03-08,0.8686855,0.7003
0,Social,2020-03-07,0.87996876,0.7003
0,Social,2020-03-07,0.92804027,0.8945
0,Social,2020-03-06,0.89330655,0.8425
0,Social,2020-03-05,0.8987712,0.7845
0,Social,2020-03-05,0.80584985,0.4927
0,Social,2020-03-04,0.8752153,0.4939
