,index,Unnamed: 0,brand,id,created_at,text,likes,in reply to,retweeted,nb_words,text_len,subjectivity,polarity,negative,neutral,positive,compound,similarity
980,3484,3484,loccitane_jp,1438057498892587009,2021-09-15 08:30:00, the fragrance of ottomans also autumn hand cream kit hand cream kit that bundled the fragrance of the new golden wood and the fragrance of feminine cute florals such as rose cherry blossom appears in limited clothes ,139,,False,37,217,0.5912337662337662,0.2441558441558441,0.043,0.745,0.212,0.8176,0.9013139
981,3485,3485,loccitane_jp,1438022870475542528,2021-09-15 06:12:24, the scent of wood reminiscent of the branches of the new fragrance of roxytan spreads gorgeously and finally shakes in the wind ,0,,False,22,129,0.7136363636363636,0.209090909090909,0.0,0.864,0.136,0.5106,0.8877332
982,3486,3486,loccitane_jp,1438022663360843780,2021-09-15 06:11:34, allpurpose moisturizing mist of facial hair body rose short moisturizing time after washing face before mask refresh at work to makeup recosmetic with the fragrance of rose with a sense of transparency and delicate mist moisturizing one stone two birds care ,0,,False,41,259,0.62,0.18,0.0,0.896,0.104,0.5267,0.9127553
983,3487,3487,loccitane_jp,1437695112121704448,2021-09-14 08:30:00,allpurpose moisturizing mist of facial hair body rose for short moisturizing time after washing face refresh before mask before makeup remakeup under one stone two birds care with a transparent rose fragrance and delicate mist moisturizing ,152,,False,36,240,0.62,0.18,0.0,0.882,0.118,0.5267,0.8870661
984,3488,3488,loccitane_jp,1437613034743025666,2021-09-14 03:03:51, lets quickly sneak it on a bag or pouch enjoy the scent of kaneki at your outing or work desk feel free to try the eau de toiree roll touch hand cream roxytans kaneki,0,,False,34,167,0.6,0.3777777777777777,0.0,0.756,0.244,0.8658,0.9009855
985,3489,3489,loccitane_jp,1437332724080160768,2021-09-13 08:30:00,lets quickly sneak it on a bag or pouch enjoy the scent of kaneki at the desk where you go and at work eau de toware roll touch hand cream care about rochiteans kaneki ,129,,False,34,168,0.5,0.3666666666666667,0.0,0.758,0.242,0.8625,0.89307034
986,3490,3490,loccitane_jp,1436872846785933313,2021-09-12 02:02:37, prepare for autumn with the scent of golden wood that makes you feel like clear moonlight why dont you welcome a new fragrance as a special ottomansus autumn pleasure unique to roxitan with fruity scents of pretty flowers and yellow fruits shining in the moon,0,,False,45,260,0.6011634199134199,0.2898133116883117,0.046,0.683,0.271,0.9046,0.85161936
987,3491,3491,loccitane_jp,1436511658327764997,2021-09-11 02:07:23, roxytans first golden wood fragrance eau de toiree shower gel body milk hand cream this fall with a rich fruity ottomans fragrance from here,0,,False,24,141,0.5277777777777778,0.3083333333333333,0.0,0.755,0.245,0.7783,0.86819285
988,3493,3493,loccitane_jp,1435883252443594755,2021-09-09 08:30:19, roxytan skin care sales world no night serum powerup resets unwell skin overnight focusing on skin stress cycle ,90,,False,18,113,0.0,0.0,0.216,0.647,0.138,-0.2023,0.8586228
989,3494,3494,loccitane_jp,1435520783799840769,2021-09-08 08:30:00, roxytans first golden wood fragrance eau de toiree shower gel body milk hand cream this fall is rich fruity ottomans fragrance ,697,,False,21,128,0.5277777777777778,0.3083333333333333,0.0,0.736,0.264,0.7783,0.8750316
990,3495,3495,loccitane_jp,1435158594438139905,2021-09-07 08:30:47,i want to aim for a refreshing hair scalp for such people pure freshness i want both a healthy scalp and relaxation for such a person the perfect selfhair care was found rip the series i was worried about ,29,loccitane_jp,False,39,205,0.6666666666666666,0.369047619047619,0.05,0.594,0.356,0.9081,0.68972105
991,3496,3496,loccitane_jp,1435158586976440327,2021-09-07 08:30:45,each hair i want to be item diagnosis i want to be smooth hair repair series for such people i want to have moist and supple hair hope for such people nourishing series aiming for soft hair with firmness so ,38,loccitane_jp,False,40,207,0.4625,0.125,0.0,0.829,0.171,0.5859,0.8301396
992,3497,3497,loccitane_jp,1435158579070210049,2021-09-07 08:30:43, v roxytan hair care five herbs series a variety of herbal fragrances can be selected according to the hair you want this time perfect for you ,55,,False,26,143,1.0,1.0,0.0,0.719,0.281,0.802,0.93042135
993,3498,3498,loccitane_jp,1434796008890720256,2021-09-06 08:30:00, omotesando petitspaloksitan this months recommendation is a treatment in el baberd for a relaxing effect soothe your mind and body for deep peace for reservations ,74,,False,25,164,0.4,0.0,0.0,0.685,0.315,0.8481,0.91742706
994,3499,3499,loccitane_jp,1433708846585892888,2021-09-03 08:30:00, bath time for a more enjoyable time locuitane shower gel using plant ingredients and essential oils luxuriously why dont you make fun with flower scented bath items at a longlasting home time click here for details ,106,,False,36,216,0.4,0.325,0.071,0.844,0.084,0.1258,0.85778713
995,3500,3500,loccitane_jp,1433346502026350596,2021-09-02 08:30:11,repair hair milk serum applied to hair and tested under the above environment n roxytan survey hair iron using hair iron is confirmed to have the same effect of protecting hair from frictional movement compared to hair without hair iron,24,loccitane_jp,False,40,236,0.4083333333333334,0.1333333333333333,0.0,1.0,0.0,0.0,0.9096503
996,3501,3501,loccitane_jp,1433346499404984322,2021-09-02 08:30:10, smooth hair even in the steamed environment of milk serum it suppresses the spread of undling hair protects hair from the heat of strong sunlight and dryers smooth fingers ,61,,False,29,173,0.5777777777777778,0.4111111111111111,0.0,0.828,0.172,0.6808,0.85660774
997,3502,3502,loccitane_jp,1432984068950564864,2021-09-01 08:30:00,recommended immortelle preshoes when you feel fluctuations in the firmness of your skin imortelle preshoes feel dryness the skin has deteriorated skin is dull and there is no smoothness of the skin surface the blessing of permanent flower immortelle is such a skin trouble ,58,,False,44,273,0.3999999999999999,-0.1638888888888889,0.15,0.751,0.099,-0.3818,0.8824689
998,3503,3503,loccitane_jp,1432621683639214080,2021-08-31 08:30:00, repairs selflove bath time damage care at the tip of the hair with a hair mask wash away fatigue and keep your heart looking up time to fill your heart with your own bath time ,73,,False,35,177,1.0,0.6,0.132,0.787,0.081,-0.25,0.910359
999,3504,3504,loccitane_jp,1432259293588299776,2021-08-30 08:30:00, why dont you welcome a new fragrance as a special ottomanss autumn pleasure unique to loxitan where pretty flowers and yellow fruits that shine in the moon with the scent of golden wood that are deceived like clear moonlight are fruity ,268,,False,41,237,0.6011634199134199,0.2898133116883117,0.103,0.614,0.282,0.8526,0.91137016
1000,3505,3505,loccitane_jp,1432250249771323394,2021-08-30 07:54:04, the regular version appendix on sale is a roxytan night serum immortelle overnight reset serum that relies on the editors who eliminate skin fatigue within the day ,0,,False,27,165,0.0769230769230769,0.0,0.074,0.926,0.0,-0.25,0.87430704
1001,3506,3506,loccitane_jp,1432226421749870599,2021-08-30 06:19:23,thank you for your reservation it is a mustsee series for those who like the scent of kaneki 犀 it is a mustsee series if you are worried because you can try the fragrance at the store please stop by by all means ,76,,False,43,212,0.0,0.0,0.094,0.749,0.156,0.4404,0.89334655
1002,3507,3507,loccitane_jp,1432226313155137544,2021-08-30 06:18:57,thank you for arranging a lot of hand cream beautifully please try to use various fragrances according to your mood ,52,,False,20,116,0.75,0.425,0.0,0.562,0.438,0.8934,0.87970966
1003,3508,3508,loccitane_jp,1431172133950918656,2021-08-27 08:30:01, do you have any empty containers for roxytan at home if you bring a vacant container to the store you can get points that can be used for shopping green program target product store is here ,118,,False,36,191,0.4,-0.15,0.05,0.95,0.0,-0.2023,0.8708644
1004,3509,3509,loccitane_jp,1431102994733428739,2021-08-27 03:55:17, try making it todays instalive uses a vacant container of roxytan to reborn old things into another upcycle in addition to that in roxitan we protect the global environment and respect people ,55,,False,32,193,0.1,0.05,0.0,0.836,0.164,0.6908,0.90726495
1005,3510,3510,loccitane_jp,1430809743615008768,2021-08-26 08:30:00,why dont you give up your summer gift this summer and give up going home or out and not meet you hand cream gift kit with a picture booklike box that pops out is also very popular as a summer gift on the official ec site ,72,,False,46,221,1.0,0.78,0.049,0.73,0.221,0.8468,0.9064002
1006,3511,3511,loccitane_jp,1430447353673125892,2021-08-25 08:30:00, the repair series has become a new formulation renewal repair series further evolves the repair reinforcement protection power of hair and makes hair with the overflowing power of plants ,61,,False,29,188,0.4772727272727273,0.0681818181818181,0.0,1.0,0.0,0.0,0.90353596
1007,3512,3512,loccitane_jp,1430084965883072512,2021-08-24 08:30:00, almond series to tighten and moisturize massage care almonds in the mediterranean focus on its effect that tightens while moisturizing the skin the symbol of youth and beauty develops a unique body care line massage becomes fun ,82,,False,37,229,0.6,0.3375,0.0,0.703,0.297,0.926,0.88087535
1008,3513,3513,loccitane_jp,1430057295241629699,2021-08-24 06:40:03,thank you for using hand washing disinfection is indispensable now hand cream is very popular as a gift ,56,,False,18,104,0.95,0.5900000000000001,0.0,0.442,0.558,0.9344,0.87437034
1009,3514,3514,loccitane_jp,1429722957899657220,2021-08-23 08:31:30, the fragrance of kaneki 犀 osmanthus the scent of kaneki that is deluded like clear moonlight is a new appearance it is pretty and somehow seductive loxitan expressed the essence of such kaneki 犀 if you feel like please tell me if you care ,371,,False,44,240,0.584469696969697,0.1215909090909091,0.0,0.682,0.318,0.936,0.87639713
1010,3515,3515,loccitane_jp,1429716603164262408,2021-08-23 08:06:15, voce first half best cosmetics category award reset essence of beautiful skin fungus skin barrier concept to skin full of moisture and vitality with a blow slim bottle type also available ht,0,,False,32,191,0.4583333333333333,0.4472222222222222,0.036,0.628,0.336,0.9246,0.8607957
1011,3516,3516,loccitane_jp,1428861906702553093,2021-08-20 23:30:00, voce half best cosmetics category award for slim bottle type to skin full of moisture and vitality with a breath of beautiful skin fungus skin barrier concept ,92,,False,27,160,0.5041666666666667,0.5083333333333333,0.041,0.577,0.382,0.9246,0.8449141
1012,3517,3517,loccitane_jp,1428635414873640963,2021-08-20 08:30:00,it is introduced in a certain popular drama and it does not fade even if it picks it and it keeps bright yellow petals in imortol roxitan with the alias of permanent flowers skin care rye of a mysterious flower with its unique vitality ,113,,False,44,236,0.7119047619047619,0.3148809523809524,0.0,0.736,0.264,0.9062,0.8983201
1013,3518,3518,loccitane_jp,1428548916337811461,2021-08-20 02:46:17, instagram limited present campaign this fall hotel chinzanso tokyo roxitans scented kaneki a limitedtime plan in collaboration with new fragrance osmanzas may be born special dinners and eau de towale may be won,0,,False,33,212,0.2922077922077922,0.1055194805194805,0.051,0.777,0.172,0.6705,0.8760619
1014,3519,3519,loccitane_jp,1428290617340170244,2021-08-19 09:39:54, roxytan launches goldwood fragrance ,0,,False,4,37,0.0,0.0,0.0,1.0,0.0,0.0,0.8089043
1015,3520,3520,loccitane_jp,1428290574981885958,2021-08-19 09:39:44, new body care fragrance ottomanus yellow fruit and aged flower fragrance scented by roxytan gold wood ,0,,False,16,103,0.2848484848484848,0.0121212121212121,0.0,0.824,0.176,0.4939,0.8460316
1016,3521,3521,loccitane_jp,1428273028731785218,2021-08-19 08:30:00,the repair series perfect for damage care troubles such as tangle hair with dryness further evolves the action of repair reinforcement protection and renews the new prescription honey that leads to glossy hair check here ,69,,False,35,221,0.510909090909091,0.2472727272727272,0.141,0.703,0.156,0.1779,0.87042737
1017,3522,3522,loccitane_jp,1427911309283135493,2021-08-18 08:32:40, instagram limited present campaign this fall hotel chinzanso tokyo roxitans kaneki fragrance new fragrance ottomansus a limited time plan is born special dinner and eau de toiree ,147,,False,27,180,0.2623376623376623,0.0701298701298701,0.129,0.78,0.092,-0.0258,0.847684
1018,3523,3523,loccitane_jp,1427854507958886407,2021-08-18 04:46:57, this summer only aqua cactus verbena from the summer classic verbena the scent of cactus cactus that appeared only this summer did you know that there is actually a romantic flower word in cactus ,0,,False,34,197,0.6666666666666667,0.0416666666666666,0.0,0.922,0.078,0.4019,0.9136081
1019,3524,3524,loccitane_jp,1427548378599104515,2021-08-17 08:30:30, ultraviolet rays to be worried about are cared within the day flower whitening skin care that turns pure white enough to be translucent to bathe in light reine blanche series it is recommended for summer skin care that is susceptible to stains and dull skin damage due to ultraviolet rays ,75,,False,50,290,0.4291666666666667,0.0329365079365079,0.13,0.692,0.177,0.4404,0.9280649
1020,3525,3525,loccitane_jp,1427185923360317442,2021-08-16 08:30:14,quiz cactus cactus flower language is correct ,30,loccitane_jp,False,7,46,0.0,0.0,0.0,1.0,0.0,0.0,0.7447657
1021,3526,3526,loccitane_jp,1427185919228973057,2021-08-16 08:30:13, this summer only aqua cactus verbena from the summer classic verbena the scent of cactus cactus that appeared only this summer did you know that there is actually a romantic flower word in cactus ,119,,False,34,197,0.6666666666666667,0.0416666666666666,0.0,0.922,0.078,0.4019,0.9136084
1022,3527,3527,loccitane_jp,1426098700221239297,2021-08-13 08:30:00,its going to be a hot day and the mulch of your scalp and the heat stuck in your head will be cool and refreshed with pure freshness hair care with plenty of southern french mint or do you want to wash off the scent of watering herbs and refreshing wash your body ,75,,False,53,264,0.5,0.219047619047619,0.035,0.845,0.12,0.5859,0.9285705
1023,3528,3528,loccitane_jp,1425979039542497284,2021-08-13 00:34:31, the scent of loxitans golden wood at hotel chinzanso tokyo ottomans accommodation plan terrace dinner kanagihurried tokyo unkai ,0,,False,18,129,0.5,0.3,0.0,1.0,0.0,0.0,0.87847024
1024,3529,3529,loccitane_jp,1425736313408573440,2021-08-12 08:30:00,the season that it is easy to feel the pain of the hair with ultraviolet rays and the stickiness of the scalp for damage of summer hair the new release sara gloss mist and the hair cohesive god milk are recommended repairing the hair with the power overflowing of plants fingering ,66,,False,51,281,0.6439393939393939,0.2848484848484848,0.11,0.776,0.115,-0.1779,0.92439115
1025,3530,3530,loccitane_jp,1425373939509858306,2021-08-11 08:30:04,questionnaire tell me the color you were worried about,24,loccitane_jp,False,9,54,0.0,0.0,0.216,0.784,0.0,-0.296,0.71482843
1026,3531,3531,loccitane_jp,1425373936838082561,2021-08-11 08:30:03,you can choose your recommended color according to the hair and mood you want to be playful hair mask pink tip of the gloss why do not you incorporate special care for each part with purple of the scalp click here for details ,82,,False,43,226,0.4357142857142857,0.1285714285714285,0.046,0.768,0.186,0.7133,0.8731173
1027,3532,3532,loccitane_jp,1425011536372789252,2021-08-10 08:30:00,easy diagnosis which is the mood of this summer verbena check this years mood with easy diagnosis verbena citrus verbena mint verbena quote everyones scent rt and tell me in the comments ,103,,False,32,187,0.8333333333333334,0.4333333333333333,0.0,0.838,0.162,0.7003,0.8923329
1028,3533,3533,loccitane_jp,1424987773983854596,2021-08-10 06:55:34, the scent of loxitans golden wood at hotel chinzanso tokyo ottomans accommodation plan terrace dinner kanagihurried tokyo unkai ,0,,False,18,129,0.5,0.3,0.0,1.0,0.0,0.0,0.87847024
1029,3534,3534,loccitane_jp,1423570032861143048,2021-08-06 09:01:59, the scent of loxitans golden wood at hotel chinzanso tokyo ottomans accommodation plan terrace dinner kanagihurried tokyo unkai ,0,,False,18,129,0.5,0.3,0.0,1.0,0.0,0.0,0.8784702
1030,3535,3535,loccitane_jp,1423562124412915718,2021-08-06 08:30:33,hyaluronic acid na skin conditioning ingredients,18,loccitane_jp,False,6,48,0.0,0.0,0.0,1.0,0.0,0.0,0.83476794
1031,3536,3536,loccitane_jp,1423562027507671044,2021-08-06 08:30:10, moisturize and charge to the dry skin of summer with skin care born in spring water aqualeotier series full of mineral hyaluronic acid born from the spring water of southern france refreshing finish to fresh and glossy skin in summer is also popular ,61,,False,43,251,0.5916666666666667,0.2805555555555555,0.0,0.828,0.172,0.8074,0.9153913
1032,3537,3537,loccitane_jp,1423199598126911490,2021-08-05 08:30:00,todays mood chooses any fragrance perfume or clothes hand cream is also the mood of the day i want to use that and this if you want to choose it in the mood of the day ,79,,False,36,168,0.0,0.0,0.0,0.847,0.153,0.5859,0.85877514
1033,3538,3538,loccitane_jp,1423172047555858437,2021-08-05 06:40:32, aqua cactus verbena recommended use geltype fragrance refreshingly want to use the hot daytime at night with a cool shower gel click here for details ht,0,,False,26,153,0.8333333333333334,0.3666666666666667,0.0,0.803,0.197,0.5267,0.86302614
1034,3539,3539,loccitane_jp,1422837210034757633,2021-08-04 08:30:00,when you book a treatment course of omotesando petitsparoksitan reine blanche which is popular for carefully selected natural ingredients and unique treatment techniques please put it as a present in the remarks column ,50,,False,33,219,0.6599999999999999,0.195,0.0,0.748,0.252,0.7964,0.9074701
1035,3540,3540,loccitane_jp,1422112432952995842,2021-08-02 08:30:00, aqua cactus verbena recommended use geltype fragrance refreshingly in the daytime heat if you want to use it with a shower gel coolly at night please see more details ,145,,False,29,168,0.7166666666666667,0.45,0.0,0.822,0.178,0.5267,0.88700026
1036,3541,3541,loccitane_jp,1420959186238595078,2021-07-30 04:07:24,live archive morning mast hub in no time to put on and blow god milk roxytan pr reviewed how the bossabosa head changes from here ,25,,False,25,130,0.5,0.1363636363636363,0.081,0.842,0.077,-0.0258,0.8518921
1037,3542,3542,loccitane_jp,1420927123112570886,2021-07-30 02:00:00, roxytan popular no verbena dont look invisible pair with your loved ones why dont you smile refreshing scent recommended for pair use regardless of gender various invisible pair look chest kyun movie on the official site ,104,,False,36,222,0.66,0.4199999999999999,0.098,0.708,0.194,0.6358,0.88342
1038,3543,3543,loccitane_jp,1420666452009316354,2021-07-29 08:44:11, present campaign when you put it you will blow the god milk that leads to the cohesive smooth hair detailed application is instagra ,57,,False,23,133,0.4166666666666667,0.2666666666666666,0.0,0.913,0.087,0.2732,0.8648119
1039,3544,3544,loccitane_jp,1420300495193845767,2021-07-28 08:30:00, reine blanche limited sheet mask kit appearance dense milk sheet mask appears in skin care that fulfills transparent skin if you want to use it with lotion and moisturizing cream fulfill your summer game skin ,70,,False,35,210,0.2714285714285714,-0.2357142857142857,0.046,0.726,0.228,0.7579,0.89545435
1040,3545,3545,loccitane_jp,1419942602149822468,2021-07-27 08:47:52, the popular honey lemon tea soda l cafe since the opening of the popular drink menu honey and lemon earl grey summarized in carbonic acid i wanted to drink a refreshing taste honey lemon tea soda ,141,,False,36,197,0.7250000000000001,0.4125,0.0,0.815,0.185,0.7003,0.9196198
1041,3546,3546,loccitane_jp,1419575719907188737,2021-07-26 08:30:00,blue gold week celebrate the lavender harvest time indispensable for summer in provence as blue gold week lavender series that contains fragrance ingredients with high relaxing effect ,108,,False,27,184,0.41,0.14,0.0,0.784,0.216,0.7845,0.8898473
1042,3547,3547,loccitane_jp,1419554996073369601,2021-07-26 07:07:39,thank you for purchasing icy touch fragrance enjoy the cool fragrance ,34,,False,11,70,0.4166666666666667,0.2166666666666666,0.0,0.5,0.5,0.7906,0.8326727
1043,3548,3548,loccitane_jp,1419554795166212099,2021-07-26 07:06:51,thank you for your purchase please refresh with the fresh scent of cactus ,40,,False,13,74,0.5,0.3,0.0,0.585,0.415,0.7269,0.8486278
1044,3549,3549,loccitane_jp,1417998855010873348,2021-07-22 00:04:06,today is sea day earths naturefriendly initiatives reduction recycling and reuse for a long time we will introduce the ship plastic odyssey and its efforts with the roxytan partnership ,70,,False,29,185,0.4,-0.05,0.0,1.0,0.0,0.0,0.9045792
1045,3550,3550,loccitane_jp,1417763779316703233,2021-07-21 08:30:00, renewal almond milk consateate tightens skin a symbol of youth and grace almond body cream if you want to use milk conceate rate click here for details ,60,,False,27,153,0.0,0.0,0.0,0.854,0.146,0.4767,0.8582108
1046,3551,3551,loccitane_jp,1417401390624739328,2021-07-20 08:30:00,texture introduction of new products aquactas verbena conforming body gel leads to fresh summer skin with refreshing texture and fragrance if you are worried about the product ,96,,False,27,176,0.6515151515151515,0.3121212121212121,0.075,0.847,0.078,0.0258,0.89473575
1047,3552,3552,loccitane_jp,1417039003992264704,2021-07-19 08:30:00, limited reprint sense recipe sparkling cleanser that annoys many people wash away old keratin and sebum dirt and clear to conspicuous pore dirt if you are worried about limited quantity items click here for details ,85,,False,35,216,0.2738095238095238,0.1114285714285714,0.3,0.595,0.106,-0.7783,0.86052823
1048,3553,3553,loccitane_jp,1415951839036469250,2021-07-16 08:30:00, five herbs repair the popular repair with a smooth glossy finish evolves further with the new formulation to any damage freshly repair from the inside and smooth finger street ,80,,False,29,177,0.5590909090909091,0.3060606060606061,0.1,0.812,0.087,-0.1027,0.9025214
1049,3554,3554,loccitane_jp,1415853696068509696,2021-07-16 02:00:01, new trend proposed by roxytan i know the invisible pair look wearing matching scented hand creams and perfumes together try with your loved ones with the scent of refreshing verbena ,101,,False,30,183,0.7515151515151516,0.4454545454545455,0.0,0.792,0.208,0.7964,0.90561897
1050,3555,3555,loccitane_jp,1415227066291740678,2021-07-14 08:30:00, today released aquactas verbena a herb that calls love cactus means love that does not wither with a fresh fragrance and moisture who is actively concerned about new encounters in summer please click here for details ,183,,False,36,218,0.5509090909090909,0.2606060606060606,0.045,0.66,0.296,0.9009,0.89209986
1051,3556,3556,loccitane_jp,1414864675448270853,2021-07-13 08:30:00,not only refreshing scent that loosens the heart every time you use it only in summer lavender that is indispensable for loxitane is excellent in the relaxing effect and picks up the lavender item you want to use only in summer people who thought lavender would be worrisome ,108,,False,48,275,0.9833333333333334,0.3166666666666666,0.049,0.801,0.149,0.6705,0.84962547
1052,3557,3557,loccitane_jp,1414502287624470528,2021-07-12 08:30:00,it is important to work hard every day for skin damage to the night routine beauty serum that awakens the original beauty immortelle overnight reset serum firmly summer uv care during the night learn more ,84,,False,35,205,0.6383333333333333,0.1566666666666666,0.097,0.589,0.314,0.8834,0.8896307
1053,3558,3558,loccitane_jp,1413415124631760898,2021-07-09 08:30:00, roxytan spa verbena seasonal menu at omotesando petitspaloksitan relax your mind and body refreshingly in preparation for a new encounter with a herb verbena that calls love ,97,,False,27,175,0.6848484848484849,0.3787878787878787,0.0,0.764,0.236,0.7964,0.91416144
1054,3559,3559,loccitane_jp,1412554454964989953,2021-07-06 23:30:00, verbena bicolor hand trio if you want to use cute verbenas summeronly summer items with love details ,216,,False,17,102,0.8,0.5,0.0,0.526,0.474,0.8934,0.8715446
1055,3560,3560,loccitane_jp,1412327960875577345,2021-07-06 08:30:00,turn on the switch of love verbena known as an herb that brings you encounters you can enjoy cool and refreshing moments body care and refreshing scent should surely support love people who want to enjoy summer with verbena ,134,,False,39,224,0.7173611111111111,0.45625,0.0,0.524,0.476,0.9781,0.9120602
1056,3561,3561,loccitane_jp,1412258011448369152,2021-07-06 03:52:03, limited quantity set hair troubles of the rainy season lead to moody hair and skin with hair care of exhilarating herbs as expected with milk vinegar if you want to use the trouble hair care solution kit of the rainy season please click here,0,,False,44,242,0.4107142857142857,0.0821428571428571,0.213,0.536,0.251,0.5106,0.87311864
1057,3562,3562,loccitane_jp,1411965572867182592,2021-07-05 08:30:00,summer hair care no longer troubles five herbs series pure freshness shampoo conditioner for those who want to experience refreshing hair care to refreshing bath time ,100,,False,26,167,0.8333333333333334,0.4047619047619048,0.153,0.619,0.227,0.3612,0.91555744
1058,3563,3563,loccitane_jp,1410878660786130946,2021-07-02 08:31:00,mint verbena that appeared as a new standard series this year to relax in summer it is the scent of the signal of a break this summer the item of mint verbena that you want to plus one is a person who wants to make the heart a positive summer ,135,,False,50,243,0.275,0.1409090909090909,0.0,0.846,0.154,0.7783,0.9396639
1059,3564,3564,loccitane_jp,1410875292709646336,2021-07-02 08:17:37, thank you to everyone who downloaded the collaboration sticker i am very happy that it is easy to use and popular ,0,,False,21,115,0.9111111111111112,0.6777777777777777,0.0,0.568,0.432,0.9041,0.9073813
1060,3565,3565,loccitane_jp,1410842132949069829,2021-07-02 06:05:51, summer cosmetics roxytan popular no i would like to keep it in my bag in the coming season icita orets clean hand gel body hair mist item if you are worried,0,,False,31,157,0.8,0.4833333333333333,0.111,0.606,0.283,0.7783,0.8545369
1061,3566,3566,loccitane_jp,1410813121174798338,2021-07-02 04:10:34,in order to enjoy summer to the fullest we introduce summer musthave to prevent uv rays and sweat summer drying damage from verbena among the items introduced by roccitan pr the new product bulletin before release cactus is what kind of fragrance on earth ,54,,False,44,256,0.6181818181818182,0.3787878787878787,0.066,0.845,0.089,0.0258,0.90685064
1062,3567,3567,loccitane_jp,1410516272937267203,2021-07-01 08:31:00,web limited recommended summer gift hand cream gift collection perfect for summer gifts to convey the birthday and a little gratitude of that important person ,84,,False,25,159,0.6607142857142857,0.2852678571428572,0.051,0.43,0.519,0.9469,0.9321304
1063,3568,3568,loccitane_jp,1410402774911635457,2021-07-01 01:00:00, follow how to the invisible pair look that you can try before release present the voucher displayed on the tweet screen at the store with an invisible pair look ,326,,False,29,162,0.0,0.0,0.0,1.0,0.0,0.0,0.88520646
1064,3569,3569,loccitane_jp,1410153885214416896,2021-06-30 08:31:00,the lavender season has arrived in the south of france this year the lavender season has come to the summer life of provence the scent and wisdom of lavender are well incorporated and it is a pleasant daily life people who want to be healed with scents ,113,,False,47,253,0.4833333333333333,0.3666666666666666,0.0,0.806,0.194,0.8442,0.8707021
1065,3570,3570,loccitane_jp,1409790993721921536,2021-06-29 08:29:00,limited quantity set hair trouble of the rainy season leads to the moody hair and the skin with the hair care of the exhilarating herb as you want with milk vinegar and the hair that does not fit and sticky hair care solution kit of the rainy season please do it ,121,,False,51,263,0.4107142857142857,0.0571428571428571,0.179,0.593,0.228,0.6358,0.86845195
1066,3571,3571,loccitane_jp,1409428605889830913,2021-06-28 08:29:00,summer cosmetics roxytan popular no i would like to keep it in my bag in the coming season i was worried about icita orets clean hand gel body hair mist item ,175,,False,31,158,0.8,0.4833333333333333,0.114,0.596,0.29,0.7783,0.8667837
1067,3572,3572,loccitane_jp,1409410613831299078,2021-06-28 07:17:30, new release aquactas verbena welcomes love without fear with aquacactus verbena a fresh summer fragrance born from verbenas calling love and cacti with the name of love that does not wither ,0,,False,31,191,0.5509090909090909,0.3872727272727272,0.0,0.543,0.457,0.9649,0.8604187
1068,3573,3573,loccitane_jp,1408400130663804933,2021-06-25 12:22:12, live shopping we will hold live shopping where you can shop while consulting with beauty advisors at home dont miss the limited present only for live ,45,,False,26,151,0.4404761904761904,0.0562770562770562,0.0,0.769,0.231,0.7105,0.87012565
1069,3574,3574,loccitane_jp,1408342449072742402,2021-06-25 08:33:00, new release solid shampoo that is gentle on the earth and hair roxytans first solid shampoo you can choose according to your worries plasticfree beauty ingredients and hair care packed with kindness to the earth those who are worried ,152,,False,39,235,0.3575757575757575,0.1172727272727272,0.096,0.595,0.309,0.8779,0.8770166
1070,3575,3575,loccitane_jp,1407979809607602183,2021-06-24 08:32:00, new release aquacactus verbena welcomes love without fear with aquacactus verbena a fresh summer fragrance born from a cactus with the name of love that does not wither ,207,,False,28,170,0.5386363636363636,0.359090909090909,0.0,0.567,0.433,0.9435,0.85530984
1071,3576,3576,loccitane_jp,1407952513353932801,2021-06-24 06:43:32, todays limited kit pure freshness cleans the sticky scalp in the summer and leads to beautiful hair that shines beautifully pure freshness series this summers limited kit is released today kit limited reprint items also details,0,,False,36,228,0.4047619047619047,0.1773809523809524,0.129,0.7,0.172,0.5994,0.89536154
1072,3577,3577,loccitane_jp,1407905051989864448,2021-06-24 03:34:56, it was a free line sticker collaboration sticker with roxytan was released download deadline verbenas leaves and sa,0,,False,18,116,0.8,0.4,0.0,0.829,0.171,0.5106,0.8731222
1073,3578,3578,loccitane_jp,1407617421695983616,2021-06-23 08:32:00, todays limited kit pure freshness cleans the sticky scalp in the summer and leads to beautiful hair that shines beautifully pure freshness series this summers limited kit is released today and reprinted items in kit limited ,133,,False,36,225,0.4047619047619047,0.1773809523809524,0.129,0.7,0.172,0.5994,0.91692466
1074,3579,3579,loccitane_jp,1407487388411039750,2021-06-22 23:55:17, rabbit empire roxytan line stamp new appearance popular rabbit empire and roxytan appear in collaboration line stamp get roxytan line official account and cute stamp for free,0,,False,27,175,0.7886363636363636,0.409090909090909,0.0,0.725,0.275,0.8442,0.84491414
1075,3580,3580,loccitane_jp,1407254782159380482,2021-06-22 08:31:00, rabbit empire roxytan line stamp new appearance popular rabbit empire and roxytan appear in collaboration line sticker get roxytan line official account and cute stamp for free ,150,,False,27,178,0.7886363636363636,0.409090909090909,0.0,0.725,0.275,0.8442,0.8448468
